Belgium,2009,18,18,x,x,x,x,0.6,0.1,30.7,33,x,x,x
Belize,1970,18,18,x,x,x,x,11.4,1.8,22.6,26,x,x,x
Belize,1980,18,18,x,x,x,x,9.1,1.7,23.9,26.2,x,x,x
Belize,1985,18,18,x,x,x,x,x,x,x,x,24,97.2,x
Belize,1986,18,18,x,x,x,x,x,x,x,x,25,97.4,x
Belize,1987,18,18,x,x,x,x,x,x,x,x,25.9,97.4,x
Belize,1988,18,18,x,x,x,x,x,x,x,x,25,97.4,x
Belize,1989,18,18,x,x,x,x,x,x,x,x,26.3,97.8,x
Belize,1990,18,18,x,x,x,x,x,x,x,x,26.7,96.7,x
Belize,1991,18,18,76.70194888,76.13616058,41.8,46.7,7.9,1.4,26.2,28.4,27.4,98,x
Belize,1992,18,18,x,x,x,x,x,x,x,x,27.7,97,x
Belize,1993,18,18,x,x,x,x,x,x,x,x,29.9,97.1,x
Belize,1994,18,18,x,x,x,x,x,x,x,x,30,102.9,x
Belize,1995,18,18,x,x,x,x,x,x,x,x,30.1,97.2,x
Belize,1996,18,18,x,x,x,x,x,x,x,x,30.3,100,x
Belize,1997,18,18,x,x,x,x,x,x,x,x,30,100.9,x
Belize,1998,18,18,x,x,x,x,x,x,x,x,31.3,101.3,x
Belize,1999,18,18,x,x,49.3,56.1,x,x,x,x,30.2,98,x
Belize,2000,18,18,x,x,x,x,22.2,6.4,21,23.7,31.5,97.6,x
Belize,2001,18,18,x,x,x,x,x,x,x,x,32.3,98.1,x
Belize,2002,18,18,x,x,x,x,x,x,x,x,33,98.1,x
Belize,2003,18,18,x,x,x,x,x,x,x,x,33,97.9,x
Belize,2004,18,18,x,x,x,x,x,x,x,x,33.7,98,x
Belize,2005,18,18,x,x,x,x,x,x,x,x,34.3,98.2,x
Belize,2006,18,18,x,x,31.2,34.3,x,x,x,x,34.8,x,x
Benin,1979,15,18,18.25518393,45.7106433,x,x,52.4,5.4,17.7,24.7,x,x,x
Benin,1982,15,18,x,x,0.7,6.6,x,x,x,x,x,x,x
Benin,1985,15,18,x,x,x,x,x,x,x,x,41.1,103.2,x
Benin,1986,15,18,x,x,x,x,x,x,x,x,41,x,x
Benin,1987,15,18,x,x,x,x,x,x,x,x,41,x,x
Benin,1988,15,18,x,x,x,x,x,x,x,x,41,x,x
Benin,1989,15,18,x,x,x,x,x,x,x,x,40.9,x,x
Benin,1990,15,18,x,x,x,x,x,x,x,x,40.8,102.2,x
Benin,1991,15,18,x,x,x,x,x,x,x,x,40.6,x,x
Benin,1992,15,18,39.87661252,55.1302191,x,x,x,x,x,x,40.4,105.6,x
Benin,1993,15,18,x,x,x,x,x,x,x,x,40,105.6,x
Benin,1994,15,18,x,x,x,x,x,x,x,x,39.9,105.7,x
Benin,1995,15,18,x,x,x,x,x,x,x,x,39.7,100.1,x
Benin,1996,15,18,x,x,3.4,16.4,29.1,,19.9,,39.6,105.5,x
Benin,1997,15,18,x,x,x,x,x,x,x,x,39.6,x,x
Benin,1998,15,18,x,x,x,x,x,x,x,x,39.5,x,x
Benin,1999,15,18,x,x,x,x,x,x,x,x,39.4,x,x
Benin,2000,15,18,x,x,x,x,x,x,x,x,39.4,99.8,x
Benin,2001,15,18,x,x,6.8,18.6,23.9,1.2,20.3,26.2,39.2,104.6,x
Benin,2002,15,18,33.23800182,59.20507988,x,x,31.2,4.3,20,26.3,39,106.1,x
Benin,2003,15,18,x,x,x,x,x,x,x,x,38.8,x,x
Benin,2004,15,18,x,x,x,x,x,x,x,x,38.6,x,x
Benin,2005,15,18,x,x,x,x,x,x,x,x,38.5,98.7,x
Benin,2006,15,18,42.36270388,54.86693864,5.9,17,22.2,1.5,20.5,25.3,38.4,x,x
Bhutan,1985,18,18,x,x,x,x,x,x,x,x,28.1,94.1,x
Bhutan,1986,18,18,x,x,x,x,x,x,x,x,27.8,x,x
Bhutan,1987,18,18,x,x,x,x,x,x,x,x,27.5,x,x
Bhutan,1988,18,18,x,x,x,x,x,x,x,x,27.7,x,x
Bhutan,1989,18,18,x,x,x,x,x,x,x,x,27.7,x,x
Bhutan,1990,18,18,x,x,x,x,x,x,x,x,27.6,95,x
Bhutan,1991,18,18,x,x,x,x,x,x,x,x,27.4,x,x
Bhutan,1992,18,18,x,x,x,x,x,x,x,x,27,x,x
Bhutan,1993,18,18,x,x,x,x,x,x,x,x,27.5,x,x
Bhutan,1994,18,18,x,x,18.8,18.8,x,x,x,x,27.2,x,x
Bhutan,1995,18,18,x,x,x,x,x,x,x,x,26.9,96.6,x
Bhutan,1996,18,18,x,x,x,x,x,x,x,x,27.9,x,x
Bhutan,1997,18,18,x,x,x,x,x,x,x,x,29,x,x
Bhutan,1998,18,18,x,x,x,x,x,x,x,x,29.5,x,x
Bhutan,1999,18,18,x,x,x,x,x,x,x,x,29.7,x,x
Bhutan,2000,18,18,x,x,30.7,30.7,x,x,x,x,30.2,97.2,x
Bhutan,2001,18,18,x,x,x,x,x,x,x,x,30.4,98,x
Bhutan,2002,18,18,x,x,x,x,x,x,x,x,30.3,x,x
Bhutan,2003,18,18,x,x,x,x,x,x,x,x,30.2,x,x
Bhutan,2004,18,18,x,x,x,x,x,x,x,x,32.3,x,x
Bhutan,2005,18,18,74.40520688,80.04192495,x,x,16.3,4.1,21.8,25.4,33.3,90,x
Bhutan,2006,18,18,x,x,x,x,x,x,x,x,34.4,x,x
Bhutan,2007,18,18,x,x,35.4,..,14.3,5.4,22.8,25.4,x,x,x
Bhutan,2010,18,18,x,x,65.4,65.6,x,x,x,x,x,x,x
Bolivia,1976,14,16,83.55197987,91.46814417,x,x,16.1,3.9,22.1,24.6,x,x,x
Bolivia,1983,14,16,x,x,9.9,23.6,x,x,x,x,x,x,x
Bolivia,1985,14,16,x,x,x,x,x,x,x,x,35.4,102.4,x
Bolivia,1986,14,16,x,x,x,x,x,x,x,x,36.2,102.3,x
Bolivia,1987,14,16,x,x,x,x,x,x,x,x,36.9,102.2,x
Bolivia,1988,14,16,x,x,x,x,x,x,x,x,37.7,102.1,x
Bolivia,1989,14,16,x,x,12.2,30.3,14.3,x,22.2,x,38.4,102,x
Bolivia,1990,14,16,x,x,x,x,x,x,x,x,39.1,101.9,x
Bolivia,1991,14,16,x,x,x,x,x,x,x,x,39.9,101.7,x
Bolivia,1992,14,16,91.56598071,96.31840594,x,x,13.5,3.7,22.7,25.1,40.6,101.6,x
Bolivia,1993,14,16,x,x,x,x,x,x,x,x,41.3,101.5,x
Bolivia,1994,14,16,x,x,17.7,45.3,x,x,x,x,42,101.4,x
Bolivia,1995,14,16,x,x,x,x,x,x,x,x,42.7,101.3,x
Bolivia,1996,14,16,x,x,x,x,x,x,x,x,44.1,101.2,x
Bolivia,1997,14,16,x,x,x,x,x,x,x,x,42.7,101.1,x
Bolivia,1998,14,16,x,x,25.2,48.3,x,x,x,x,42.8,101.1,x
Bolivia,1999,14,16,x,x,x,x,x,x,x,x,43,101,x
Bolivia,2000,14,16,x,x,27.3,53.4,x,x,x,x,43.2,101,x
Bolivia,2001,14,16,97.32378032,98.54929121,x,x,13.1,3.9,23.3,25.8,43.6,100.9,x
Bolivia,2002,14,16,x,x,x,x,x,x,x,x,44,100.8,x
Bolivia,2003,14,16,x,x,x,x,x,x,x,x,44.3,100.8,x
Bolivia,2004,14,16,x,x,32.4,58.4,x,x,x,x,43.5,100.7,x
Bolivia,2005,14,16,x,x,x,x,x,x,x,x,43.5,100.7,x
Bolivia,2006,14,16,x,x,x,x,x,x,x,x,43.6,x,x
Bolivia,2007,14,16,99.14457902,99.75360949,x,x,x,x,x,x,x,x,x
Bolivia,2008,14,16,99.12249885,99.3902301,33.8,60.5,14.7,3.8,22.7,25.3,x,x,x
Bolivia,2009,14,16,99.0843005,99.69364094,x,x,x,x,x,x,x,x,x
Bosnia and Herzegovina,1970,18,18,x,x,3.1,42.9,x,x,x,x,x,x,x
Bosnia and Herzegovina,1985,18,18,x,x,x,x,x,x,x,x,45.2,102.7,x
Bosnia and Herzegovina,1986,18,18,x,x,x,x,x,x,x,x,45,x,x
Bosnia and Herzegovina,1987,18,18,x,x,x,x,x,x,x,x,44.8,x,x
Bosnia and Herzegovina,1988,18,18,x,x,x,x,x,x,x,x,44.7,x,x
Bosnia and Herzegovina,1989,18,18,x,x,x,x,x,x,x,x,44.5,x,x
Bosnia and Herzegovina,1990,18,18,x,x,x,x,x,x,x,x,44.4,102.4,6941
Bosnia and Herzegovina,1991,18,18,x,x,x,x,x,x,x,x,43.4,100.5,6676
Bosnia and Herzegovina,1992,18,18,x,x,x,x,x,x,x,x,43.3,x,x
Bosnia and Herzegovina,1993,18,18,x,x,x,x,x,x,x,x,43.2,x,x
Bosnia and Herzegovina,1994,18,18,x,x,x,x,x,x,x,x,43.3,x,x
Bosnia and Herzegovina,1995,18,18,x,x,x,x,x,x,x,x,43.8,102.2,x
Bosnia and Herzegovina,1996,18,18,x,x,x,x,x,x,x,x,44.6,x,3761
Bosnia and Herzegovina,1997,18,18,x,x,x,x,x,x,x,x,45.1,x,4416
Bosnia and Herzegovina,1998,18,18,x,x,x,x,x,x,x,x,45.2,x,3193
Bosnia and Herzegovina,1999,18,18,x,x,x,x,x,x,x,x,45.4,x,2981
Bosnia and Herzegovina,2000,18,18,99.79393031,99.74820144,15.7,47.5,x,x,x,x,45.6,104.6,2532
Bosnia and Herzegovina,2001,18,18,x,x,x,x,x,x,x,x,45.6,x,2632
Bosnia and Herzegovina,2002,18,18,x,x,x,x,x,x,x,x,45.7,x,2362
Bosnia and Herzegovina,2003,18,18,x,x,x,x,x,x,x,x,45.8,104.1,1957
Bosnia and Herzegovina,2004,18,18,x,x,x,x,x,x,x,x,47.8,104.1,2139
Bosnia and Herzegovina,2005,18,18,x,x,x,x,x,x,x,x,48.2,105.6,2091
Bosnia and Herzegovina,2006,18,18,x,x,11.2,35.7,x,x,x,x,48.5,x,x
Bosnia and Herzegovina,2011,18,18,99.70686,99.68876,x,x,x,x,x,x,x,x,x
Botswana,1971,21,21,x,x,x,x,12.7,4.9,24.9,29.5,x,x,x
Botswana,1981,21,21,x,x,x,x,7.3,0.9,26.4,30.8,x,x,x
Botswana,1984,21,21,x,x,18.6,27.8,x,x,x,x,x,x,x
Botswana,1985,21,21,x,x,x,x,x,x,x,x,45.1,104.4,x
Botswana,1986,21,21,x,x,x,x,x,x,x,x,44.9,110.1,x
Botswana,1987,21,21,x,x,x,x,x,x,x,x,45,109.6,x
Botswana,1988,21,21,x,x,31.7,33,6.2,x,25,x,45.1,x,x
Botswana,1989,21,21,x,x,x,x,x,x,x,x,44.9,x,x
Botswana,1990,21,21,x,x,x,x,x,x,x,x,44.4,103.5,x
Botswana,1991,21,21,92.25187633,85.9000679,x,x,5.4,2.3,26.9,30.9,44.1,109.1,x
Botswana,1992,21,21,x,x,x,x,x,x,x,x,43.6,109,x
Botswana,1993,21,21,x,x,x,x,x,x,x,x,43,108.6,x
Botswana,1994,21,21,x,x,x,x,x,x,x,x,42.9,108.1,x
Botswana,1995,21,21,x,x,x,x,x,x,x,x,42.4,102.8,x
Botswana,1996,21,21,x,x,..,41.7,x,x,x,x,42.4,107.7,x
Botswana,1997,21,21,x,x,x,x,x,x,x,x,41.9,107.4,x
Botswana,1998,21,21,x,x,x,x,x,x,x,x,41.5,107.4,x
Botswana,1999,21,21,x,x,x,x,x,x,x,x,42.1,106.8,x
Botswana,2000,21,21,x,x,42.1,44.4,x,x,x,x,42.8,102.5,x
Botswana,2001,21,21,x,x,x,x,5.3,1.2,26.4,30.9,42.5,106.6,x
Botswana,2002,21,21,x,x,x,x,x,x,x,x,42.7,x,x
Botswana,2003,21,21,93.95744104,92.08330541,x,x,x,x,x,x,42.6,x,x
Botswana,2004,21,21,x,x,x,x,x,x,x,x,40.9,106.7,x
Botswana,2005,21,21,x,x,x,x,x,x,x,x,40.6,101.6,x
Botswana,2006,21,21,x,x,x,x,x,x,x,x,40.4,x,x
Botswana,2008,21,21,x,x,51.2,52.8,x,x,x,x,x,x,x
Botswana,2011,21,21,96.9742,93.47993,x,x,x,x,x,x,x,x,x
Brazil,1970,21,21,x,x,x,x,12.6,1.5,23,26.2,x,x,x
Brazil,1980,21,21,85.23654976,82.55676427,x,x,14.9,2.3,22.7,25.5,x,x,x
Brazil,1985,21,21,x,x,x,x,x,x,x,x,33.1,100.8,x
Brazil,1986,21,21,x,x,56.7,65.8,x,x,x,x,33.3,x,x
Brazil,1987,21,21,x,x,x,x,x,x,x,x,34.1,x,x
Brazil,1988,21,21,x,x,x,x,x,x,x,x,34.4,x,x
Brazil,1989,21,21,x,x,x,x,x,x,x,x,34.6,x,x
Brazil,1990,21,21,x,x,x,x,x,x,x,x,35.1,101.3,x
Brazil,1991,21,21,x,x,x,x,16.6,3.3,22.8,25.8,37.1,102.6,x
Brazil,1992,21,21,x,x,x,x,x,x,x,x,39.1,x,x
Brazil,1993,21,21,x,x,x,x,x,x,x,x,39.2,x,x
Brazil,1994,21,21,x,x,x,x,x,x,x,x,39.6,x,x
Brazil,1995,21,21,x,x,x,x,x,x,x,x,40,101.8,x
Brazil,1996,21,21,x,x,70.3,76.7,x,x,x,x,39.6,102.7,x
Brazil,1997,21,21,x,x,x,x,x,x,x,x,40.1,102.8,x
Brazil,1998,21,21,x,x,x,x,x,x,x,x,40.3,102.9,x
Brazil,1999,21,21,x,x,x,x,x,x,x,x,41.1,103,x
Brazil,2000,21,21,94.18411488,92.65401397,x,x,16.6,3.6,23.1,26.2,41.2,102.3,x
Brazil,2001,21,21,x,x,x,x,x,x,x,x,41.3,103.1,x
Brazil,2002,21,21,x,x,x,x,x,x,x,x,41.7,103.2,x
Brazil,2003,21,21,x,x,x,x,x,x,x,x,42.2,103.3,x
Brazil,2004,21,21,97.90385807,95.78389406,x,x,x,x,x,x,42.4,103.4,x
Brazil,2005,21,21,x,x,x,x,x,x,x,x,42.7,102.7,x
Brazil,2006,21,21,97.58229825,96.79700476,77.1,80.3,x,x,x,x,43,x,x
Brazil,2007,21,21,98.5594285,97.05687541,x,x,x,x,x,x,x,x,x
Brazil,2008,21,21,97.84362979,97.18046359,x,x,x,x,x,x,x,x,x
Brazil,2009,21,21,98.69204142,97.44571975,x,x,x,x,x,x,x,x,x
Brazil,2010,21,21,97.51412486,96.71616589,x,x,4.2,1.1,29.7,31.9,x,x,x
Bulgaria,1975,18,18,x,x,x,x,17.8,4.3,20.8,24.5,x,x,x
Bulgaria,1976,18,18,x,x,6,75,x,x,x,x,x,x,x
Bulgaria,1985,18,18,x,x,x,x,16.5,3.1,21.1,24.9,46.5,101.3,23211
Bulgaria,1986,18,18,x,x,x,x,x,x,x,x,46.8,101.2,23561
Bulgaria,1987,18,18,x,x,x,x,x,x,x,x,47.1,102.2,23965
Bulgaria,1988,18,18,x,x,x,x,x,x,x,x,47.4,102.3,24586
Bulgaria,1989,18,18,x,x,x,x,x,x,x,x,47.7,102.5,23495
Bulgaria,1990,18,18,x,x,x,x,x,x,x,x,48,102.9,22518
Bulgaria,1991,18,18,x,x,x,x,x,x,x,x,48,102.9,x
Bulgaria,1992,18,18,x,x,x,x,,,,,48,103.4,21963
Bulgaria,1993,18,18,x,x,x,x,x,x,x,x,48,103.6,21025
Bulgaria,1994,18,18,x,x,x,x,x,x,x,x,47.9,103.9,18851
Bulgaria,1995,18,18,x,x,45.6,85.9,x,x,x,x,47.8,104.2,16278
Bulgaria,1996,18,18,x,x,x,x,x,x,x,x,47.6,x,x
Bulgaria,1997,18,18,x,x,x,x,x,x,x,x,47.4,104.7,13071
Bulgaria,1998,18,18,x,x,39.6,63.4,x,x,x,x,47.1,104.9,x
Bulgaria,1999,18,18,x,x,x,x,x,x,x,x,46.8,105.1,x
Bulgaria,2000,18,18,x,x,x,x,x,x,x,x,46.4,105.2,12787
Bulgaria,2001,18,18,98.1097691,98.30966988,x,x,10,2,24.2,27.5,47.1,105.4,11629
Bulgaria,2002,18,18,x,x,x,x,x,x,x,x,47.1,105.5,10763
Bulgaria,2003,18,18,x,x,x,x,x,x,x,x,46.5,105.7,10389
Bulgaria,2004,18,18,x,x,x,x,x,x,x,x,46,105.9,x
Bulgaria,2005,18,18,x,x,x,x,x,x,x,x,45.7,106.1,10078
Bulgaria,2006,18,18,x,x,x,x,x,x,x,x,45.6,x,x
Bulgaria,2011,18,18,97.86505416,98.06692851,x,x,8.5,2,26.2,29.8,x,x,x
Burkina Faso,1975,17,20,6.664056705,22.37712625,x,x,53.9,4,17.4,27,x,x,x
Burkina Faso,1985,17,20,x,x,x,x,44.9,2.5,18.4,26.7,47.3,101.9,x
Burkina Faso,1986,17,20,x,x,x,x,x,x,x,x,47.5,x,x
Burkina Faso,1987,17,20,x,x,x,x,x,x,x,x,47.4,x,x
Burkina Faso,1988,17,20,x,x,x,x,x,x,x,x,47.5,x,x
Burkina Faso,1989,17,20,x,x,x,x,x,x,x,x,47.5,x,x
Burkina Faso,1990,17,20,x,x,x,x,x,x,x,x,47.4,102,x
Burkina Faso,1991,17,20,20.18028878,26.788801,x,x,x,x,x,x,47.6,104.6,x
Burkina Faso,1992,17,20,x,x,x,x,x,x,x,x,47.6,x,x
Burkina Faso,1993,17,20,x,x,4.2,7.9,x,x,x,x,47.7,x,x
Burkina Faso,1994,17,20,x,x,x,x,x,x,x,x,47.7,115.8,x
Burkina Faso,1995,17,20,x,x,x,x,x,x,x,x,47.7,102,x
Burkina Faso,1996,17,20,13.98534264,25.47826207,x,x,39.5,2.7,19,26.6,47.8,102.8,x
Burkina Faso,1997,17,20,x,x,x,x,x,x,x,x,47.8,x,x
Burkina Faso,1998,17,20,x,x,x,x,x,x,x,x,47.7,x,x
Burkina Faso,1999,17,20,x,x,4.8,11.9,x,x,x,x,47.7,x,x
Burkina Faso,2000,17,20,x,x,x,x,x,x,x,x,47.6,101.2,x
Burkina Faso,2001,17,20,x,x,x,x,x,x,x,x,47.5,x,x
Burkina Faso,2002,17,20,x,x,x,x,x,x,x,x,47.3,x,x
Burkina Faso,2003,17,20,31.22926016,38.3810866,8.6,13.8,x,x,x,x,47.2,x,x
Burkina Faso,2004,17,20,x,x,x,x,x,x,x,x,47.2,x,x
Burkina Faso,2005,17,20,26.48289765,40.37980516,x,x,x,x,x,x,47.2,100.1,x
Burkina Faso,2006,17,20,x,x,13.3,17.4,36.4,3.9,19.8,26.4,47.2,x,x
Burkina Faso,2007,17,20,39.25778015,46.73374183,x,x,x,x,x,x,x,x,x
Burkina Faso,2010,17,20,x,x,x,x,32.4,1.7,19.5,25.3,x,x,x
Burkina Faso,2011,17,20,x,x,14.9,16.2,x,x,x,x,x,x,x
Burundi,1970,18,21,x,x,x,x,12,2.9,21.7,23.7,x,x,x
Burundi,1979,18,21,21.48686047,40.93199227,x,x,x,x,x,x,x,x,x
Burundi,1985,18,21,x,x,x,x,x,x,x,x,52.8,106.3,x
Burundi,1986,18,21,x,x,x,x,x,x,x,x,52.7,x,x
Burundi,1987,18,21,x,x,1.2,8.7,6.7,x,21.8,x,52.6,x,x
Burundi,1988,18,21,x,x,x,x,x,x,x,x,52.6,x,x
Burundi,1989,18,21,x,x,x,x,x,x,x,x,52.5,x,x
Burundi,1990,18,21,53.55520606,59.49784114,x,x,6.9,0.9,22.5,25.7,52.5,105.2,x
Burundi,1991,18,21,x,x,x,x,x,x,x,x,52.6,x,x
Burundi,1992,18,21,x,x,x,x,x,x,x,x,52.6,x,x
Burundi,1993,18,21,x,x,x,x,x,x,x,x,52.5,105.6,x
Burundi,1994,18,21,x,x,x,x,x,x,x,x,52.5,105.6,x
Burundi,1995,18,21,x,x,x,x,x,x,x,x,52.5,105.5,x
Burundi,1996,18,21,x,x,x,x,x,x,x,x,52.5,105.7,x
Burundi,1997,18,21,x,x,x,x,x,x,x,x,52.7,105.7,x
Burundi,1998,18,21,x,x,x,x,x,x,x,x,52.8,105.6,x
Burundi,1999,18,21,x,x,x,x,x,x,x,x,52.9,105.6,x
Burundi,2000,18,21,70.3652968,76.78002125,10,15.7,x,x,x,x,52.9,106.3,x
Burundi,2001,18,21,x,x,x,x,x,x,x,x,52.8,x,x
Burundi,2002,18,21,x,x,8.5,19.7,x,x,x,x,52.6,x,x
Burundi,2003,18,21,x,x,x,x,x,x,x,x,52.4,x,x
Burundi,2004,18,21,x,x,x,x,x,x,x,x,52.1,x,x
Burundi,2005,18,21,x,x,7.5,9.1,x,x,x,x,51.9,104.8,x
Burundi,2006,18,21,x,x,x,x,x,x,x,x,51.7,x,x
Burundi,2008,18,21,88.88636685,89.59275432,x,x,17,6.3,22.1,24.6,x,x,x
Burundi,2010,18,21,x,x,x,x,9.9,1.6,22.1,25.4,x,x,x
Burundi,2011,18,21,x,x,17.7,21.9,x,x,x,x,x,x,x
Cambodia,1962,18,20,x,x,x,x,14.9,2,21.3,24.4,x,x,x
Cambodia,1985,18,20,x,x,x,x,x,x,x,x,53.2,112.3,x
Cambodia,1986,18,20,x,x,x,x,x,x,x,x,53,x,x
Cambodia,1987,18,20,x,x,x,x,x,x,x,x,52.8,x,x
Cambodia,1988,18,20,x,x,x,x,x,x,x,x,52.7,x,x
Cambodia,1989,18,20,x,x,x,x,x,x,x,x,52.6,x,x
Cambodia,1990,18,20,x,x,x,x,x,x,x,x,52.4,110,x
Cambodia,1991,18,20,x,x,x,x,x,x,x,x,52.3,116.1,x
Cambodia,1992,18,20,x,x,x,x,x,x,x,x,52.1,116.1,x
Cambodia,1993,18,20,x,x,x,x,x,x,x,x,51.9,116.1,x
Cambodia,1994,18,20,x,x,x,x,x,x,x,x,51.8,x,x
Cambodia,1995,18,20,x,x,6.9,12.6,x,x,x,x,51.6,107.8,x
Cambodia,1996,18,20,x,x,x,x,x,x,x,x,51.6,109.1,x
Cambodia,1997,18,20,x,x,x,x,x,x,x,x,51.5,x,x
Cambodia,1998,18,20,71.07159336,81.84628583,16.1,21.8,12.4,3,22.5,24.2,51.4,107.5,x
Cambodia,1999,18,20,x,x,x,x,x,x,x,x,51.4,x,x
Cambodia,2000,18,20,x,x,18.5,23.8,x,x,x,x,51.4,106.3,x
Cambodia,2001,18,20,x,x,x,x,x,x,x,x,51.3,x,x
Cambodia,2002,18,20,x,x,x,x,x,x,x,x,51.3,x,x
Cambodia,2003,18,20,x,x,x,x,x,x,x,x,51.2,x,x
Cambodia,2004,18,20,83.38286475,87.92010601,x,x,x,x,x,x,51.1,106.9,x
Cambodia,2005,18,20,x,x,27.1,40,x,x,x,x,51,105.5,x
Cambodia,2006,18,20,x,x,x,x,x,x,x,x,50.8,x,x
Cambodia,2008,18,20,85.53456917,89.38368417,x,x,8.7,1.8,23.3,25.6,x,x,x
Cambodia,2009,18,20,87.13245796,88.35612053,x,x,x,x,x,x,x,x,x
Cambodia,2010,18,20,x,x,x,x,10.9,2,22,24.9,x,x,x
Cambodia,2011,18,20,x,x,34.9,50.5,x,x,x,x,x,x,x
Cameroon,1976,15,18,59.06318016,79.59164882,x,x,45.6,2.9,18.8,26.4,x,x,x
Cameroon,1978,15,18,x,x,0.6,2.4,x,x,x,x,x,x,x
Cameroon,1985,15,18,x,x,x,x,x,x,x,x,42.3,101.5,x
Cameroon,1986,15,18,x,x,x,x,x,x,x,x,42.4,100.4,x
Cameroon,1987,15,18,x,x,x,x,38.5,3.4,20,26.4,42.2,x,x
Cameroon,1988,15,18,x,x,x,x,x,x,x,x,41.7,x,x
Cameroon,1989,15,18,x,x,x,x,x,x,x,x,41.6,x,x
Cameroon,1990,15,18,x,x,x,x,x,x,x,x,41.3,101.2,x
Cameroon,1991,15,18,x,x,4.3,16.1,x,x,x,x,41.1,x,x
Cameroon,1992,15,18,x,x,x,x,x,x,x,x,40.8,x,x
Cameroon,1993,15,18,x,x,x,x,x,x,x,x,40.6,x,x
Cameroon,1994,15,18,x,x,x,x,x,x,x,x,40.4,x,x
Cameroon,1995,15,18,x,x,x,x,x,x,x,x,40.4,101,x
Cameroon,1996,15,18,x,x,x,x,x,x,x,x,40.3,x,x
Cameroon,1997,15,18,x,x,x,x,x,x,x,x,40.2,x,x
Cameroon,1998,15,18,x,x,7.1,19.3,35.8,4.2,20.2,26.7,40,x,x
Cameroon,1999,15,18,x,x,x,x,x,x,x,x,39.9,x,x
Cameroon,2000,15,18,83.09828596,88.42244808,6.3,25.6,x,x,x,x,39.8,100.8,x
Cameroon,2001,15,18,x,x,x,x,x,x,x,x,39.7,x,x
Cameroon,2002,15,18,x,x,x,x,x,x,x,x,39.5,x,x
Cameroon,2003,15,18,x,x,x,x,x,x,x,x,39.3,x,x
Cameroon,2004,15,18,x,x,12.5,26,33.2,9.2,20.2,25,39.6,x,x
Cameroon,2005,15,18,x,x,x,x,x,x,x,x,39.6,100.3,x
Cameroon,2006,15,18,x,x,12,29.2,x,x,x,x,39.6,x,x
Cameroon,2007,15,18,77.48205411,89.41732097,x,x,x,x,x,x,x,x,x
Cameroon,2010,15,18,80.57444119,85.39747653,x,x,x,x,x,x,x,x,x
Cameroon,2011,15,18,x,x,14.1,23.4,26.1,2.3,21.3,27,x,x,x
Canada,1971,18,18,x,x,x,x,7.5,1.7,22,24.4,x,x,x
Canada,1984,18,18,x,x,69.7,73.1,x,x,x,x,x,x,x
Canada,1985,18,18,x,x,x,x,x,x,x,x,42.2,101.4,22315
Canada,1986,18,18,x,x,x,x,4.7,1.3,24.3,26.5,42.6,101.5,21662
Canada,1987,18,18,x,x,x,x,x,x,x,x,42.9,101.6,21216
Canada,1988,18,18,x,x,x,x,x,x,x,x,43.5,101.6,21304
Canada,1989,18,18,x,x,x,x,x,x,x,x,43.7,101.7,22697
Canada,1990,18,18,x,x,x,x,x,x,x,x,44.1,101.7,23418
Canada,1991,18,18,x,x,x,x,x,x,x,x,44.4,101.7,x
Canada,1992,18,18,x,x,x,x,x,x,x,x,44.6,101.8,24248
Canada,1993,18,18,x,x,x,x,x,x,x,x,44.7,101.9,23693
Canada,1994,18,18,x,x,x,x,x,x,x,x,44.7,102,23980
Canada,1995,18,18,x,x,73.3,74.7,x,x,x,x,44.9,102,23657
Canada,1996,18,18,x,x,x,x,3.6,1.1,26,28.5,45.1,102.1,21824
Canada,1997,18,18,x,x,x,x,x,x,x,x,45.2,102.1,19920
Canada,1998,18,18,x,x,76,80,x,x,x,x,45.4,102,x
Canada,1999,18,18,x,x,x,x,x,x,x,x,45.5,102,18982
Canada,2000,18,18,x,x,x,x,x,x,x,x,45.7,101.9,17503
Canada,2001,18,18,x,x,x,x,3.1,1.1,26.3,28.7,45.8,101.9,16572
Canada,2002,18,18,x,x,72,74,x,x,x,x,46,101.9,15533
Canada,2003,18,18,x,x,x,x,x,x,x,x,46.2,101.9,14945
Canada,2004,18,18,x,x,x,x,x,x,x,x,46.2,101.9,14816
Canada,2005,18,18,x,x,x,x,x,x,x,x,46.4,101.9,14013
Canada,2006,18,18,x,x,x,x,3.1,1.3,26.6,28.6,46.5,x,x
Cape Verde,1980,18,18,x,x,x,x,4.6,0.9,23.6,27.3,x,x,x
Cape Verde,1985,18,18,x,x,x,x,x,x,x,x,37.6,115.4,1669
Cape Verde,1986,18,18,x,x,x,x,x,x,x,x,37.5,114.4,x
Cape Verde,1987,18,18,x,x,x,x,x,x,x,x,37.7,113.8,x
Cape Verde,1988,18,18,x,x,x,x,x,x,x,x,38,x,x
Cape Verde,1989,18,18,x,x,19,23.8,x,x,x,x,38.2,x,x
Cape Verde,1990,18,18,88.16790464,89.94897497,x,x,6.7,1.1,25.7,28.1,38.1,113.3,1422
Cape Verde,1991,18,18,x,x,x,x,x,x,x,x,37.9,x,x
Cape Verde,1992,18,18,x,x,x,x,x,x,x,x,37.8,x,x
Cape Verde,1993,18,18,x,x,x,x,x,x,x,x,37.7,x,x
Cape Verde,1994,18,18,x,x,x,x,x,x,x,x,37.6,x,x
